ID	Lat	Lon	Average	Variance	Votes	Geograph URI
22912	55.8949	-5.68552	5.7143	3.3469	5,7,6,4,3,9,6	http://www.geograph.org.uk/photo/127696
22913	52.4319	-1.87202	1.7273	0.7438	3,2,1,1,1,1,3,3,1,2,1	http://www.geograph.org.uk/photo/127700
22914	51.7364	-0.435788	4.1818	4.1488	4,2,3,3,3,7,2,3,7,4,8	http://www.geograph.org.uk/photo/127704
22915	53.9861	-1.74377	7.1667	5.4722	10,10,4,8,6,5	http://www.geograph.org.uk/photo/127707
22916	51.7402	-0.445799	2.5000	1.5833	1,4,1,3,2,4	http://www.geograph.org.uk/photo/127711
22917	53.2567	-3.58164	4.2857	2.7755	2,7,4,5,5,2,5	http://www.geograph.org.uk/photo/127715
22918	53.2477	-3.58131	4.6667	1.5556	5,6,5,5,2,5	http://www.geograph.org.uk/photo/127719
22919	53.2386	-3.59596	2.1667	2.8056	1,1,1,4,1,5	http://www.geograph.org.uk/photo/127720
22920	53.2388	-3.58098	3.3000	2.4100	4,1,3,4,6,1,5,4,2,3	http://www.geograph.org.uk/photo/127721
22921	53.2383	-3.61094	4.2000	4.5600	7,6,3,4,1	http://www.geograph.org.uk/photo/127723
22922	53.2473	-3.61128	4.5714	3.9592	2,4,3,4,8,7,4	http://www.geograph.org.uk/photo/127725
22923	53.2553	-3.68654	4.7273	4.1983	6,4,4,3,6,7,9,2,2,5,4	http://www.geograph.org.uk/photo/127729
22925	53.2641	-3.70188	5.8571	4.4082	3,5,7,3,7,9,7	http://www.geograph.org.uk/photo/127731
22926	53.2636	-3.73185	4.7500	4.6875	3,2,3,3,3,5,6,5,6,4,10,7	http://www.geograph.org.uk/photo/127738
22927	53.0736	-3.25843	3.8000	1.3600	4,3,5,2,5	http://www.geograph.org.uk/photo/127739
22928	53.2634	-3.74684	4.5714	1.9592	5,3,5,2,5,6,6	http://www.geograph.org.uk/photo/127741
22929	53.2814	-3.74757	2.6250	0.7344	3,3,4,1,3,2,2,3	http://www.geograph.org.uk/photo/127748
22931	53.0639	-3.24024	6.2500	0.1875	7,6,6,6	http://www.geograph.org.uk/photo/127750
22932	53.2296	-3.59563	5.7143	1.0612	6,7,6,7,5,4,5	http://www.geograph.org.uk/photo/127751
22933	53.2026	-3.59462	5.5714	2.5306	8,6,4,7,5,3,6	http://www.geograph.org.uk/photo/127755
22934	53.1936	-3.59429	5.4000	6.2400	8,8,6,3,2	http://www.geograph.org.uk/photo/127757
22935	51.1796	-2.76118	3.1429	0.9796	5,3,2,3,3,4,2	http://www.geograph.org.uk/photo/127762
22936	53.1756	-3.59362	2.4000	0.6400	2,4,2,2,2	http://www.geograph.org.uk/photo/127773
22937	51.179	-2.71253	4.0000	1.3333	5,2,5,2,4,4,5,5,4	http://www.geograph.org.uk/photo/127774
22938	53.1754	-3.60858	3.4286	3.3878	5,5,1,3,1,6,3	http://www.geograph.org.uk/photo/127776
22939	53.1752	-3.62354	4.8750	3.1094	3,6,2,7,6,3,6,6	http://www.geograph.org.uk/photo/127780
22940	53.0316	-3.23483	5.8889	5.6543	9,2,8,9,4,3,6,6,6	http://www.geograph.org.uk/photo/127781
22941	51.1783	-2.69105	2.2857	2.7755	2,1,2,1,1,3,6	http://www.geograph.org.uk/photo/127782
22942	53.1842	-3.62388	5.0000	2.3333	6,3,5,7,3,6	http://www.geograph.org.uk/photo/127786
22943	53.184	-3.63884	5.4286	4.5306	9,4,4,6,7,2,6	http://www.geograph.org.uk/photo/127789
22944	55.8409	-6.11356	6.8571	0.9796	7,7,8,7,5,8,6	http://www.geograph.org.uk/photo/127792
22945	51.1711	-2.68236	4.3333	6.5556	8,1,5,2,3,7	http://www.geograph.org.uk/photo/127794
22946	52.405	-2.06027	2.4444	2.6914	2,2,5,4,1,1,1,5,1	http://www.geograph.org.uk/photo/127795
22947	53.1838	-3.6538	5.8333	4.4722	7,8,3,6,3,8	http://www.geograph.org.uk/photo/127797
22948	51.3924	-2.67415	6.6000	2.6400	5,8,6,5,9	http://www.geograph.org.uk/photo/127802
22949	53.1926	-3.66911	4.6667	5.8889	8,2,6,3,7,2	http://www.geograph.org.uk/photo/127803
22950	51.1712	-2.66949	5.5000	4.2500	4,8,7,3	http://www.geograph.org.uk/photo/127804
22951	51.1766	-2.66671	3.9091	2.0826	6,3,4,5,5,4,1,2,5,5,3	http://www.geograph.org.uk/photo/127811
22952	51.1776	-2.65384	3.4000	3.4400	2,3,7,3,2	http://www.geograph.org.uk/photo/127819
22953	52.5659	-1.85983	3.5000	2.9167	2,6,5,1,3,4	http://www.geograph.org.uk/photo/127821
22954	54.9489	-2.15146	5.1667	1.1389	5,3,6,6,6,5	http://www.geograph.org.uk/photo/127825
22955	53.2104	-3.68477	3.8750	2.8594	3,3,2,8,4,4,3,4	http://www.geograph.org.uk/photo/127828
22956	51.2715	-2.73403	5.0417	2.2066	6,5,3,7,6,8,8,7,6,4,4,3,4,3,4,4,5,4,7,5,4,5,4,5	http://www.geograph.org.uk/photo/127830
22957	54.948	-2.16239	4.4545	6.4298	5,3,6,1,2,7,3,10,6,4,2	http://www.geograph.org.uk/photo/127834
22958	53.2106	-3.6698	2.0000	0.0000	2,2,2,2	http://www.geograph.org.uk/photo/127836
22959	53.2108	-3.65483	5.1250	0.8594	6,6,4,6,4,5,6,4	http://www.geograph.org.uk/photo/127837
22960	51.2716	-2.72973	4.3750	0.9844	4,6,3,3,5,4,5,5	http://www.geograph.org.uk/photo/127838
22961	51.3988	-1.34732	4.0000	5.5000	3,3,2,8	http://www.geograph.org.uk/photo/127842
22962	53.2112	-3.6249	5.8571	0.9796	5,5,6,6,8,6,5	http://www.geograph.org.uk/photo/127845
22963	53.2202	-3.62524	3.0000	1.2000	3,3,5,2,2	http://www.geograph.org.uk/photo/127846
22964	51.2718	-2.69676	4.4286	7.6735	3,5,2,1,4,10,6	http://www.geograph.org.uk/photo/127847
22965	56.4524	-5.3367	4.7778	3.9506	4,3,8,7,5,4,6,5,1	http://www.geograph.org.uk/photo/127858
22966	51.278	-2.70259	4.6000	3.4400	6,6,5,1,5	http://www.geograph.org.uk/photo/127859
22967	50.9369	-3.18992	6.1667	3.1389	5,5,6,5,10,6	http://www.geograph.org.uk/photo/127869
22968	51.2677	-2.77124	2.3333	1.8889	2,5,1,3,1,2	http://www.geograph.org.uk/photo/127870
22969	51.1169	-3.41459	4.2000	1.5600	4,5,3,5,6,4,2,4,6,3	http://www.geograph.org.uk/photo/127875
22970	51.266	-2.75974	3.7000	3.4100	1,6,5,3,5,2,5,1,6,3	http://www.geograph.org.uk/photo/127877
22971	51.2654	-2.70669	3.8333	2.8056	2,4,3,6,2,6	http://www.geograph.org.uk/photo/127879
22972	51.2624	-2.76255	2.4286	1.6735	1,3,3,1,4,1,4	http://www.geograph.org.uk/photo/127883
22973	50.9197	-3.20541	2.2222	1.2840	4,1,1,1,2,2,3,4,2	http://www.geograph.org.uk/photo/127890
22974	51.7959	-0.587465	4.3333	6.5556	8,2,3,7,1,5	http://www.geograph.org.uk/photo/127891
22975	54.3464	-3.35547	4.6000	7.4400	7,5,8,2,1	http://www.geograph.org.uk/photo/127906
22976	53.4605	-2.79684	3.7778	3.7284	3,3,3,1,3,7,2,6,6	http://www.geograph.org.uk/photo/127907
22977	54.3433	-3.3846	3.5000	4.0000	2,3,3,8,1,3,5,3	http://www.geograph.org.uk/photo/127912
22978	51.7835	-0.600902	3.8750	1.6094	5,3,3,6,2,3,5,4	http://www.geograph.org.uk/photo/127919
22979	53.4589	-2.7712	3.5238	3.0113	6,7,2,4,3,5,1,4,2,3,2,2,5,4,3,1,4,2,6,2,6	http://www.geograph.org.uk/photo/127927
22980	51.7763	-0.599676	4.8000	1.3600	4,7,4,4,5	http://www.geograph.org.uk/photo/127929
22981	51.4549	-2.75424	3.7500	1.4375	2,5,3,2,4,5,4,5	http://www.geograph.org.uk/photo/127934
22982	50.3944	-5.02957	5.7500	0.1875	6,6,6,5	http://www.geograph.org.uk/photo/127937
22983	51.4605	-2.71402	5.5000	2.2500	3,6,6,7	http://www.geograph.org.uk/photo/127938
22984	51.4512	-2.77145	7.0000	1.1429	8,6,8,7,8,7,5	http://www.geograph.org.uk/photo/127941
22985	56.7506	-5.03257	8.0000	2.6667	9,9,4,8,9,7,10,8,8	http://www.geograph.org.uk/photo/127942
22986	54.3399	-3.37218	5.7500	3.6875	3,8,7,5	http://www.geograph.org.uk/photo/127943
22987	50.412	-5.04478	3.7778	0.8395	3,2,4,4,5,5,4,3,4	http://www.geograph.org.uk/photo/127944
22988	51.445	-2.75551	5.1429	3.8367	8,7,5,2,3,6,5	http://www.geograph.org.uk/photo/127945
22989	51.4506	-2.71531	4.5000	2.5833	4,4,2,4,6,7	http://www.geograph.org.uk/photo/127947
22990	51.4498	-2.70234	3.6250	1.4844	4,3,2,2,3,5,5,5	http://www.geograph.org.uk/photo/127951
22991	51.7842	-0.582033	3.7500	1.6875	2,5,3,5	http://www.geograph.org.uk/photo/127955
22993	51.8126	-2.62672	3.7273	1.4711	5,6,4,5,3,2,4,3,3,2,4	http://www.geograph.org.uk/photo/127961
22994	51.4432	-2.74253	4.0000	3.2000	5,2,7,3,3	http://www.geograph.org.uk/photo/127962
22995	54.3296	-3.40721	3.2000	0.5600	4,4,3,2,3	http://www.geograph.org.uk/photo/127967
22996	54.3279	-3.39792	3.0000	2.2500	1,4,6,2,2,4,3,2	http://www.geograph.org.uk/photo/127975
22997	51.6427	0.630686	3.8333	2.4722	3,4,5,4,6,1	http://www.geograph.org.uk/photo/127976
22998	50.398	-5.06358	2.8000	0.5600	3,3,4,2,2	http://www.geograph.org.uk/photo/127980
22999	54.3189	-3.40069	3.5000	0.9167	4,4,3,3,2,5	http://www.geograph.org.uk/photo/127981
23000	51.4282	-2.70201	3.6667	4.8889	3,2,8,2,2,5	http://www.geograph.org.uk/photo/127985
23001	54.9648	-2.27492	6.5294	3.6609	5,9,4,8,5,9,7,9,7,7,8,6,9,3,5,4,6	http://www.geograph.org.uk/photo/127988
23002	54.308	-3.41262	2.4000	3.0400	1,5,1,4,1	http://www.geograph.org.uk/photo/127990
23003	51.6587	0.638844	5.0000	1.4286	6,3,4,5,5,5,7	http://www.geograph.org.uk/photo/127998
23004	51.6407	0.639244	2.4000	1.0400	3,2,1,4,2	http://www.geograph.org.uk/photo/128009
23005	51.7715	-0.579529	4.0000	1.5000	5,2,4,5	http://www.geograph.org.uk/photo/128010
23006	54.3106	-3.42193	6.2000	0.9600	8,6,6,5,6	http://www.geograph.org.uk/photo/128012
23007	51.4126	-2.75642	3.5000	2.5833	5,5,5,1,2,3	http://www.geograph.org.uk/photo/128014
23008	56.2583	-3.63379	6.1667	3.1389	9,6,4,5,5,8	http://www.geograph.org.uk/photo/128016
23009	54.1088	-4.70177	6.0000	2.3333	6,7,3,8,6,6	http://www.geograph.org.uk/photo/128017
23010	51.4049	-2.68727	3.7273	1.6529	5,5,2,5,6,3,3,3,3,2,4	http://www.geograph.org.uk/photo/128027
23011	54.301	-3.39547	2.2000	1.5600	2,5,1,3,3,1,1,3,1,2	http://www.geograph.org.uk/photo/128032
23012	54.3063	-3.39719	1.2500	0.1875	1,1,1,2	http://www.geograph.org.uk/photo/128040
23013	51.6546	0.66463	3.1429	2.9796	6,1,2,4,2,2,5	http://www.geograph.org.uk/photo/128044
23014	52.1784	-1.85374	1.4286	0.2449	1,1,2,1,2,2,1	http://www.geograph.org.uk/photo/128046
23015	54.3057	-3.37565	5.4545	3.7025	7,1,6,6,5,3,4,7,7,7,7	http://www.geograph.org.uk/photo/128048
23016	54.3066	-3.37722	5.4000	4.6400	8,4,4,3,8	http://www.geograph.org.uk/photo/128055
23017	54.9543	-2.81831	2.2000	2.1600	2,2,1,1,5	http://www.geograph.org.uk/photo/128068
23018	54.3257	-3.35479	4.0000	3.1429	1,6,4,4,6,2,5	http://www.geograph.org.uk/photo/128079
23019	52.1476	-1.73837	3.7778	2.3951	5,6,3,2,1,5,4,3,5	http://www.geograph.org.uk/photo/128083
23020	52.1423	-1.7954	3.8000	0.5600	3,4,3,4,5	http://www.geograph.org.uk/photo/128084
23021	54.3219	-3.37465	3.8333	3.8056	5,4,4,7,2,1	http://www.geograph.org.uk/photo/128085
23022	54.9529	-2.7605	6.5000	4.7500	9,7,7,3	http://www.geograph.org.uk/photo/128086
23023	53.9306	-1.90404	4.1667	7.4722	1,5,1,9,4,5	http://www.geograph.org.uk/photo/128087
23024	55.8887	-4.16997	2.5714	2.2449	1,4,5,3,1,1,3	http://www.geograph.org.uk/photo/128088
23025	52.1513	-1.79536	4.2500	0.6875	4,5,3,5	http://www.geograph.org.uk/photo/128089
23026	54.3163	-3.38831	4.5000	7.7500	2,2,5,7,9,10,1,5,3,3,2,5	http://www.geograph.org.uk/photo/128093
23027	53.9312	-2.85605	4.7500	4.4375	8,8,5,2,5,3,3,4	http://www.geograph.org.uk/photo/128094
23028	52.1522	-1.80266	5.1429	4.4082	7,2,8,7,5,3,4	http://www.geograph.org.uk/photo/128095
23029	54.9376	-2.76334	3.2353	5.1211	3,1,4,4,2,10,1,3,3,6,1,5,2,5,2,1,2	http://www.geograph.org.uk/photo/128096
23030	55.8899	-4.20523	1.5000	0.2500	1,1,1,1,2,2,2,2	http://www.geograph.org.uk/photo/128098
23031	52.1553	-3.76892	6.5000	4.2500	5,4,8,9	http://www.geograph.org.uk/photo/128101
23032	54.9348	-2.77109	3.7143	6.2041	1,1,1,7,4,6,6	http://www.geograph.org.uk/photo/128102
23033	52.1576	-1.80118	5.4000	1.8400	6,3,5,7,6	http://www.geograph.org.uk/photo/128103
23034	54.9329	-2.79134	4.2500	2.9375	7,4,4,3,4,1,5,6	http://www.geograph.org.uk/photo/128104
23035	54.9247	-2.80367	2.7500	0.6875	2,4,3,3,2,4,2,2	http://www.geograph.org.uk/photo/128107
23036	52.1559	-1.84066	5.8333	2.8056	9,4,4,6,6,6	http://www.geograph.org.uk/photo/128108
23037	53.9259	-2.83919	5.3750	1.4844	8,5,4,6,5,5,4,6	http://www.geograph.org.uk/photo/128113
23038	55.9061	-4.09894	2.0000	2.2222	2,1,6,2,1,2,1,1,2	http://www.geograph.org.uk/photo/128114
23039	54.3897	-3.42005	2.2000	5.1600	2,5,1,1,1,1,1,8,1,1	http://www.geograph.org.uk/photo/128115
23040	55.9127	-4.08329	1.1250	0.1094	1,1,1,1,1,2,1,1	http://www.geograph.org.uk/photo/128119
23041	53.9295	-2.83164	4.0000	0.8571	3,4,4,3,4,4,6	http://www.geograph.org.uk/photo/128120
23042	52.1837	-1.84494	5.3333	2.0000	7,6,5,6,2,4,6,6,6	http://www.geograph.org.uk/photo/128121
23043	52.1792	-1.82156	3.3333	2.2222	2,4,5,1,6,2,3,3,4	http://www.geograph.org.uk/photo/128123
23044	51.041	-1.21684	4.7778	2.6173	4,7,6,5,5,5,1,4,6	http://www.geograph.org.uk/photo/128125
23045	52.1927	-1.85077	4.6250	2.4844	4,3,6,4,7,5,2,6	http://www.geograph.org.uk/photo/128126
23046	53.9149	-2.87399	2.5556	1.3580	4,2,1,4,3,2,1,2,4	http://www.geograph.org.uk/photo/128131
23047	55.9189	-4.08843	1.8000	1.3600	4,1,2,1,1	http://www.geograph.org.uk/photo/128132
23048	53.9111	-2.89979	2.1429	0.9796	3,2,2,1,2,1,4	http://www.geograph.org.uk/photo/128134
23049	53.8968	-2.88426	4.8000	6.9600	2,2,6,5,9	http://www.geograph.org.uk/photo/128138
23050	55.8421	-3.94853	2.0000	1.2000	1,1,2,4,2	http://www.geograph.org.uk/photo/128140
23051	53.8869	-2.88558	4.0000	1.3333	4,5,5,5,3,2	http://www.geograph.org.uk/photo/128141
23052	55.8339	-3.9577	2.0000	0.5000	1,1,2,2,3,2,2,3	http://www.geograph.org.uk/photo/128143
23053	53.0058	-3.28627	5.0000	7.4286	2,4,5,8,1,6,9	http://www.geograph.org.uk/photo/128153
23054	56.272	-3.66054	4.6000	1.8400	6,3,3,5,6	http://www.geograph.org.uk/photo/128162
23055	56.2588	-3.59344	3.8571	3.8367	2,5,1,2,5,6,6	http://www.geograph.org.uk/photo/128167
23056	52.9776	-2.1698	1.5556	0.9136	1,4,1,1,2,1,2,1,1	http://www.geograph.org.uk/photo/128174
23057	53.8213	-2.58946	3.6250	3.2344	2,6,6,1,4,5,3,2	http://www.geograph.org.uk/photo/128176
23058	56.2829	-3.67523	5.9000	3.2900	3,7,4,6,6,10,6,7,5,5	http://www.geograph.org.uk/photo/128178
23059	56.2771	-3.67223	5.7692	2.7929	6,6,6,3,7,9,6,6,6,6,7,2,5	http://www.geograph.org.uk/photo/128185
23060	53.8187	-2.57575	3.5000	2.9167	4,3,2,6,1,5	http://www.geograph.org.uk/photo/128187
23061	50.914	-3.21921	4.5000	3.2500	2,5,4,7	http://www.geograph.org.uk/photo/128190
23062	56.2874	-3.68156	3.0000	2.6667	1,5,3,2,1,6,4,3,2	http://www.geograph.org.uk/photo/128191
23063	53.8169	-2.57269	1.3750	0.2344	1,2,2,1,1,1,2,1	http://www.geograph.org.uk/photo/128192
23064	50.9221	-3.22227	5.8750	2.8594	6,7,4,6,3,8,5,8	http://www.geograph.org.uk/photo/128193
23065	53.834	-2.56532	6.2500	1.1875	6,5,8,6	http://www.geograph.org.uk/photo/128194
23066	56.2653	-3.64862	4.2857	4.2041	3,7,2,2,6,6,3,7,5,2,3,3,8,3	http://www.geograph.org.uk/photo/128196
23067	53.8458	-2.54876	3.0000	1.3333	2,3,4,1,4,4	http://www.geograph.org.uk/photo/128198
23069	53.8457	-2.56852	2.5455	1.5207	3,2,4,1,4,2,5,1,2,2,2	http://www.geograph.org.uk/photo/128201
23070	53.8421	-2.57151	5.0000	4.5000	5,5,9,5,2,2,6,6	http://www.geograph.org.uk/photo/128204
23071	50.9332	-3.19409	4.8182	3.0579	4,6,7,7,3,1,6,6,4,5,4	http://www.geograph.org.uk/photo/128206
23072	50.918	-3.20637	4.1429	2.4082	2,6,2,6,4,4,5	http://www.geograph.org.uk/photo/128209
23073	50.5146	-3.78586	3.7778	0.8395	3,4,5,4,4,5,4,2,3	http://www.geograph.org.uk/photo/128210
23074	50.6907	-3.54757	6.5000	1.2500	7,5,6,8	http://www.geograph.org.uk/photo/128223
23075	50.6896	-3.56453	6.7500	0.6875	6,6,7,8	http://www.geograph.org.uk/photo/128224
23076	51.7462	-0.428206	3.8182	3.2397	4,4,1,7,6,4,6,2,3,3,2	http://www.geograph.org.uk/photo/128227
23077	52.769	0.620996	4.4000	3.4400	2,7,3,4,6	http://www.geograph.org.uk/photo/128230
23078	56.3836	-4.2434	7.8571	1.8367	8,8,10,8,6,6,9	http://www.geograph.org.uk/photo/128271
23079	54.9415	-1.74085	1.8333	0.8056	1,1,3,3,1,2	http://www.geograph.org.uk/photo/128276
23080	56.3201	-4.27203	7.1000	4.6900	5,9,9,8,3,5,9,10,6,7	http://www.geograph.org.uk/photo/128279
23081	57.1066	-3.32913	6.4286	5.3878	7,2,8,8,7,4,9	http://www.geograph.org.uk/photo/128281
23082	57.0705	-3.34433	7.3333	3.2222	9,8,9,4,8,6	http://www.geograph.org.uk/photo/128290
23083	52.1476	-1.73545	3.4286	3.6735	7,3,1,1,4,4,4	http://www.geograph.org.uk/photo/128296
23084	51.8042	-0.265173	4.2857	3.6327	2,6,3,6,2,7,4	http://www.geograph.org.uk/photo/128297
23085	53.1289	-3.3004	5.0000	5.1429	3,6,10,5,3,4,4	http://www.geograph.org.uk/photo/128302
23086	55.2315	-2.76424	7.0000	0.8889	7,7,8,7,8,7,8,6,5	http://www.geograph.org.uk/photo/128305
23087	53.3046	-3.34326	2.3333	0.2222	2,2,2,2,3,3	http://www.geograph.org.uk/photo/128315
23088	53.3136	-3.34354	3.4286	5.1020	7,1,5,1,5,1,4	http://www.geograph.org.uk/photo/128316
23089	53.3227	-3.32881	4.1250	3.8594	3,8,5,2,4,6,2,3	http://www.geograph.org.uk/photo/128320
23090	53.3229	-3.3138	5.2500	2.4375	5,3,8,7,6,4,4,5	http://www.geograph.org.uk/photo/128321
23091	51.0598	-1.20653	4.0000	2.3333	4,3,7,4,4,2	http://www.geograph.org.uk/photo/128323
23092	53.3321	-3.29907	2.7143	2.2041	2,1,3,2,3,2,6	http://www.geograph.org.uk/photo/128331
23093	53.3319	-3.31408	1.7500	1.6875	1,1,5,1,1,2,1,2	http://www.geograph.org.uk/photo/128333
23094	53.3232	-3.28378	1.6667	0.2222	2,2,1	http://www.geograph.org.uk/photo/128338
23095	53.3322	-3.28405	3.4000	4.2400	6,5,4,1,1	http://www.geograph.org.uk/photo/128339
23096	52.7768	-0.364643	4.1429	1.2653	4,2,3,5,5,5,5	http://www.geograph.org.uk/photo/128346
23097	52.7775	-0.354235	4.6000	0.2400	5,4,5,5,4	http://www.geograph.org.uk/photo/128351
23098	52.7837	-0.348069	3.5714	2.5306	4,6,2,3,4,1,5	http://www.geograph.org.uk/photo/128354
23099	53.2958	-3.32798	2.6000	2.6400	4,2,1,1,5	http://www.geograph.org.uk/photo/128356
23100	52.7808	-0.331868	3.9000	4.0900	7,2,3,5,4,3,2,3,2,8	http://www.geograph.org.uk/photo/128358
23101	53.3048	-3.32826	4.2500	2.1875	4,5,2,6	http://www.geograph.org.uk/photo/128360
23102	53.3141	-3.29852	2.0000	0.5000	2,1,3,2	http://www.geograph.org.uk/photo/128361
23103	52.7843	-0.325802	3.7500	2.1875	1,5,2,4,4,4,4,6	http://www.geograph.org.uk/photo/128364
23104	54.0726	-1.92817	6.2857	4.2041	6,7,5,9,3,9,5	http://www.geograph.org.uk/photo/128369
23105	52.7806	-0.320011	3.8000	7.3600	1,2,8,2,6	http://www.geograph.org.uk/photo/128371
23106	54.0735	-1.94651	6.5000	3.2500	6,7,3,7,7,9	http://www.geograph.org.uk/photo/128389
23107	52.786	-0.316839	3.6000	5.0400	5,4,2,2,7,4,3,2,9,1,4,2,2,1,6	http://www.geograph.org.uk/photo/128398
23108	52.7813	-0.305156	5.0000	3.0000	6,3,8,5,3,5	http://www.geograph.org.uk/photo/128404
23109	52.7856	-0.291641	4.5556	2.2469	7,7,3,3,5,4,5,3,4	http://www.geograph.org.uk/photo/128409
23110	55.6119	-5.67638	4.6250	3.9844	3,5,1,3,7,6,5,7	http://www.geograph.org.uk/photo/128413
23111	52.7858	-0.303499	3.6667	2.2222	3,4,1,6,4,4	http://www.geograph.org.uk/photo/128414
23112	55.5666	-5.68801	5.6000	3.8400	9,3,6,5,5	http://www.geograph.org.uk/photo/128418
23113	52.7794	-0.293369	4.0000	2.0000	3,6,1,4,5,3,5,4,5	http://www.geograph.org.uk/photo/128419
23114	55.9592	-4.09381	3.8750	2.8594	3,1,3,7,4,5,3,5	http://www.geograph.org.uk/photo/128426
23115	55.9728	-4.08973	2.0909	2.0826	1,6,1,1,3,1,1,3,2,2,2	http://www.geograph.org.uk/photo/128428
23116	53.573	-2.77932	1.1111	0.0988	1,1,1,2,1,1,1,1,1	http://www.geograph.org.uk/photo/128429
23117	53.5784	-2.78546	3.1250	2.7344	2,1,4,1,2,2,5,3,4,5,1,4,3,7,4,2	http://www.geograph.org.uk/photo/128432
23118	53.5766	-2.78845	2.1429	1.8367	2,2,1,5,1,3,1	http://www.geograph.org.uk/photo/128434
23119	53.5676	-2.78828	5.6000	3.0400	6,5,10,6,4,6,6,5,5,3	http://www.geograph.org.uk/photo/128435
23120	53.758	-1.52672	1.8000	0.5600	3,2,2,1,1	http://www.geograph.org.uk/photo/128441
23121	51.6134	-2.95764	4.3750	3.7344	6,1,6,6,3,5,6,2	http://www.geograph.org.uk/photo/128442
23122	56.2164	-5.2871	6.4286	2.2449	7,9,7,4,6,5,7	http://www.geograph.org.uk/photo/128443
23123	56.2094	-5.28166	3.5714	1.3878	2,6,3,4,4,3,3	http://www.geograph.org.uk/photo/128444
23124	53.7535	-1.5207	1.4286	0.5306	1,2,1,1,1,1,3	http://www.geograph.org.uk/photo/128448
23125	56.207	-5.27016	3.1667	0.8056	3,4,2,2,4,4	http://www.geograph.org.uk/photo/128449
23126	53.5727	-1.81121	4.5556	2.9136	4,3,7,4,3,4,8,5,3	http://www.geograph.org.uk/photo/128450
23127	55.9675	-4.00627	2.2727	0.5620	3,3,3,2,3,2,2,1,2,3,1	http://www.geograph.org.uk/photo/128452
23128	56.192	-5.25921	4.2000	7.7600	1,8,2,7,3	http://www.geograph.org.uk/photo/128457
23129	53.5482	-2.72603	2.6667	0.8889	3,3,2,1,4,3	http://www.geograph.org.uk/photo/128461
23130	56.1923	-5.24795	3.1667	2.4722	1,4,5,4,1,4	http://www.geograph.org.uk/photo/128466
23131	56.1959	-5.24825	4.3333	3.5556	3,5,1,4,6,2,7,5,6	http://www.geograph.org.uk/photo/128469
23132	56.2036	-5.22633	5.5000	3.9167	7,3,8,7,3,5	http://www.geograph.org.uk/photo/128477
23133	55.9659	-3.96436	1.3333	0.4444	2,1,1,3,1,1,1,1,1	http://www.geograph.org.uk/photo/128488
23134	52.6139	-0.722295	4.0000	3.7500	3,4,3,8,2,2,4,6	http://www.geograph.org.uk/photo/128493
23135	51.6505	-2.81964	3.0000	1.3333	4,2,5,3,2,2	http://www.geograph.org.uk/photo/128494
23136	55.9739	-3.96797	1.0000	0.0000	1,1,1,1,1,1	http://www.geograph.org.uk/photo/128497
23137	52.7706	-0.307056	1.8333	0.4722	1,2,1,2,3,2	http://www.geograph.org.uk/photo/128499
23138	57.4619	-6.62308	6.8462	5.5148	4,4,10,7,10,10,6,5,6,9,5,4,9	http://www.geograph.org.uk/photo/128502
23139	52.7735	-0.324734	3.7000	7.0100	7,2,2,2,10,4,3,2,1,4	http://www.geograph.org.uk/photo/128505
23140	59.295	-2.60575	7.3750	4.2344	4,4,8,9,8,8,8,10	http://www.geograph.org.uk/photo/128514
23141	51.8275	-0.676458	2.1250	1.6094	5,2,1,1,1,2,2,3	http://www.geograph.org.uk/photo/128522
23142	50.3954	-5.02401	4.2500	4.1875	5,1,4,8,4,2,4,6	http://www.geograph.org.uk/photo/128533
23143	51.8267	-0.682288	4.0000	6.2857	2,3,1,7,8,5,2	http://www.geograph.org.uk/photo/128536
23144	52.7655	-0.332452	4.5000	4.2500	8,3,2,6,3,5	http://www.geograph.org.uk/photo/128551
23145	52.6072	-0.769752	3.8889	1.8765	2,5,5,4,3,2,3,5,6	http://www.geograph.org.uk/photo/128554
23146	51.0734	-2.89791	1.8000	0.7600	2,2,2,1,2,1,1,1,2,4	http://www.geograph.org.uk/photo/128556
23147	51.0891	-2.85395	4.3333	6.5556	7,1,5,8,2,3	http://www.geograph.org.uk/photo/128568
23148	51.0883	-2.84108	3.0000	0.7500	3,3,4,3,4,3,1,3	http://www.geograph.org.uk/photo/128571
23149	54.1759	-2.95149	4.3333	4.2222	2,4,5,2,8,5	http://www.geograph.org.uk/photo/128578
23150	51.104	-2.90422	2.0000	0.8000	1,3,1,2,3	http://www.geograph.org.uk/photo/128579
23151	54.5639	-3.08889	5.2500	1.6875	6,3,6,6	http://www.geograph.org.uk/photo/128581
23152	55.6189	-3.96762	5.0000	0.0000	5,5,5,5,5	http://www.geograph.org.uk/photo/128586
23153	51.082	-2.83954	3.6667	3.8889	4,1,2,7,3,5	http://www.geograph.org.uk/photo/128590
23154	56.3068	-3.24788	4.0000	1.0000	5,3,3,5	http://www.geograph.org.uk/photo/128594
23155	54.1574	-3.20225	1.7500	0.6875	2,1,1,3,3,2,1,1	http://www.geograph.org.uk/photo/128597
23156	51.6731	-1.96095	1.7273	0.7438	3,1,3,3,1,1,1,1,2,2,1	http://www.geograph.org.uk/photo/128602
23157	54.1582	-3.21453	1.8571	0.4082	3,1,2,2,2,2,1	http://www.geograph.org.uk/photo/128606
